s_arc,x,y,z,width_left,width_right,sector
1714.5181,-113.1765,-115.9752,0.0000,4.4250,4.9390,1
1719.4941,-112.5713,-111.0361,0.0000,4.5110,4.9610,1
1724.4808,-112.2970,-106.0569,0.0000,4.5690,4.8980,1
1729.4789,-112.3460,-101.0591,0.0000,4.6100,4.7790,1
1734.4873,-112.7108,-96.0640,0.0000,4.6280,4.6970,1
1739.5038,-113.3840,-91.0928,0.0000,4.5780,4.7240,1
1744.5250,-114.3580,-86.1670,0.0000,4.5290,4.7510,1
1749.5467,-115.6253,-81.3079,0.0000,4.5460,4.7810,1
1754.5643,-117.1785,-76.5367,0.0000,4.5830,4.8110,1
1759.5731,-119.0101,-71.8748,0.0000,4.6020,4.8090,1
1764.5706,-121.1123,-67.3410,0.0000,4.5980,4.7620,1
1769.5584,-123.4773,-62.9495,0.0000,4.5930,4.7180,1
1774.5387,-126.0972,-58.7140,0.0000,4.4300,4.9140,1
1779.5135,-128.9639,-54.6482,0.0000,4.2680,5.1100,1
1784.4851,-132.0695,-50.7660,0.0000,4.2860,5.0870,1
1789.4562,-135.4060,-47.0809,0.0000,4.4530,4.8820,1
1794.4301,-138.9656,-43.6069,0.0000,4.5990,4.7000,1
1799.4106,-142.7402,-40.3576,0.0000,4.5920,4.6730,1
1804.4026,-146.7212,-37.3456,0.0000,4.5850,4.6470,1
1809.4119,-150.8834,-34.5584,0.0000,4.5640,4.6840,1
1814.4388,-155.1848,-31.9567,0.0000,4.5360,4.7530,1
1819.4758,-159.5820,-29.5000,0.0000,4.5090,4.8210,1
1824.5093,-164.0322,-27.1481,0.0000,4.4820,4.8880,1
1829.5233,-168.4952,-24.8630,0.0000,4.4960,4.8650,1
1834.5158,-172.9634,-22.6358,0.0000,4.5100,4.8420,1
1839.4945,-177.4488,-20.4750,0.0000,4.5250,4.8180,1
1844.4680,-181.9639,-18.3895,0.0000,4.5390,4.7950,1
1849.4452,-186.5208,-16.3878,0.0000,4.5530,4.7030,1
1854.4327,-191.1239,-14.4678,0.0000,4.5680,4.6060,1
1859.4310,-195.7633,-12.6080,0.0000,4.5820,4.5080,1
1864.4390,-200.4279,-10.7854,0.0000,4.5730,4.4690,1
1869.4549,-205.1064,-8.9766,0.0000,4.5520,4.4590,1
1874.4760,-209.7902,-7.1675,0.0000,4.5310,4.4500,1
1879.4948,-214.4855,-5.3945,0.0000,4.3980,4.5300,1
1884.5039,-219.2033,-3.7114,0.0000,4.1610,4.6930,1
1889.4987,-223.9550,-2.1721,0.0000,4.0360,4.7890,1
1894.4795,-228.7512,-0.8289,0.0000,4.4430,4.5610,1
1899.4530,-233.5948,0.3004,0.0000,4.7860,4.3760,1
1904.4268,-238.4804,1.2331,0.0000,4.6170,4.5300,1
1909.4060,-243.4020,1.9881,0.0000,4.5160,4.6090,1
1914.3938,-248.3541,2.5843,0.0000,4.5400,4.5450,1
1919.3913,-253.3306,3.0406,0.0000,4.5640,4.4810,1
1924.3978,-258.3260,3.3760,0.0000,4.4430,4.5710,1
1929.4116,-263.3343,3.6093,0.0000,4.2750,4.7120,1
1934.4293,-268.3497,3.7594,0.0000,4.2240,4.7430,2
1939.4469,-273.3666,3.8451,0.0000,4.2600,4.6960,2
1944.4609,-278.3806,3.8755,0.0000,4.2950,4.6500,2
1949.4702,-283.3898,3.8431,0.0000,4.3300,4.6030,2
1954.4742,-288.3927,3.7391,0.0000,4.3700,4.5510,2
1959.4727,-293.3877,3.5543,0.0000,4.5390,4.3400,2
1964.4658,-298.3733,3.2798,0.0000,4.7080,4.1290,2
1969.4544,-303.3479,2.9065,0.0000,4.6430,4.1890,2
1974.4396,-308.3098,2.4254,0.0000,4.4170,4.4360,2
1979.4234,-313.2577,1.8276,0.0000,4.1910,4.6820,2
1984.4081,-318.1895,1.1035,0.0000,4.0910,4.7630,2
1989.3932,-323.0980,0.2333,0.0000,4.0170,4.8100,2
1994.3766,-327.9703,-0.8132,0.0000,3.9420,4.8570,2
1999.3597,-332.7933,-2.0664,0.0000,4.0710,4.7160,2
2004.3482,-337.5538,-3.5571,0.0000,4.2610,4.5190,2
2009.3518,-342.2407,-5.3091,0.0000,4.4510,4.3210,2
2014.3747,-346.8614,-7.2784,0.0000,4.5360,4.2500,2
