s_arc,x,y,z,width_left,width_right,sector
998.6526,125.4418,960.4992,0.0000,4.2960,4.2830,1
1003.7034,124.2022,965.3954,0.0000,4.4350,4.2960,1
1008.7428,122.9321,970.2722,0.0000,4.4370,4.2880,1
1013.7720,121.6373,975.1319,0.0000,4.4400,4.2790,1
1018.7922,120.3234,979.9770,0.0000,4.4430,4.2710,1
1023.8042,118.9959,984.8101,0.0000,4.4450,4.2630,1
1028.8091,117.6605,989.6335,0.0000,4.4480,4.2550,1
1033.8077,116.3228,994.4498,0.0000,4.4510,4.2470,1
1038.8010,114.9885,999.2615,0.0000,4.4530,4.2390,1
1043.7898,113.6632,1004.0710,0.0000,4.4560,4.2310,1
1048.7750,112.3524,1008.8809,0.0000,4.4590,4.2230,1
1053.7576,111.0619,1013.6935,0.0000,4.4610,4.2150,1
1058.7387,109.7973,1018.5114,0.0000,4.4640,4.2060,1
1063.7195,108.5641,1023.3370,0.0000,4.4670,4.1980,1
1068.7010,107.3680,1028.1729,0.0000,4.4690,4.1900,1
1073.6849,106.2146,1033.0214,0.0000,4.4760,4.1890,1
1078.6726,105.1096,1037.8852,0.0000,4.4850,4.1930,1
1083.6659,104.0585,1042.7666,0.0000,4.4940,4.1960,1
1088.6664,103.0671,1047.6678,0.0000,4.5030,4.2000,1
1093.6729,102.1405,1052.5878,0.0000,4.4970,4.2130,1
1098.6833,101.2839,1057.5244,0.0000,4.4460,4.2560,1
1103.6953,100.5027,1062.4753,0.0000,4.3940,4.3000,1
1108.7073,99.8019,1067.4380,0.0000,4.3420,4.3430,1
1113.7175,99.1867,1072.4102,0.0000,4.3640,4.3450,1
1118.7245,98.6624,1077.3898,0.0000,4.4190,4.3270,1
1123.7273,98.2342,1082.3742,0.0000,4.4740,4.3090,1
1128.7250,97.9071,1087.3612,0.0000,4.5290,4.2910,1
1133.7173,97.6860,1092.3485,0.0000,4.5820,4.2700,1
1138.7054,97.5678,1097.3352,0.0000,4.6340,4.2480,1
1143.6916,97.5432,1102.3214,0.0000,4.6860,4.2260,1
1148.6778,97.6028,1107.3073,0.0000,4.7380,4.2040,1
1153.6653,97.7370,1112.2929,0.0000,4.7900,4.1820,1
1158.6548,97.9363,1117.2785,0.0000,4.7790,4.1790,1
1163.6470,98.1911,1122.2642,0.0000,4.7670,4.1780,1
1168.6420,98.4921,1127.2500,0.0000,4.7540,4.1770,1
1173.6396,98.8297,1132.2363,0.0000,4.7420,4.1750,1
1178.6397,99.1945,1137.2230,0.0000,4.7290,4.1740,1
1183.6417,99.5788,1142.2103,0.0000,4.7160,4.1730,1
1188.6452,99.9780,1147.1978,0.0000,4.7040,4.1710,1
1193.6494,100.3874,1152.1852,0.0000,4.6910,4.1700,1
1198.6538,100.8024,1157.1724,0.0000,4.6790,4.1680,1
1203.6577,101.2184,1162.1589,0.0000,4.6660,4.1670,1
1208.6604,101.6307,1167.1446,0.0000,4.6530,4.1660,1
1213.6613,102.0348,1172.1292,0.0000,4.6410,4.1640,1
1218.6598,102.4261,1177.1124,0.0000,4.6280,4.1630,1
1223.6554,102.7999,1182.0939,0.0000,4.6160,4.1610,1
1228.6478,103.1544,1187.0737,0.0000,4.6030,4.1600,1
1233.6379,103.4940,1192.0523,0.0000,4.5900,4.1590,1
1238.6267,103.8243,1197.0302,0.0000,4.5780,4.1570,1
1243.6152,104.1507,1202.0079,0.0000,4.5650,4.1560,1
1248.6041,104.4788,1206.9861,0.0000,4.5530,4.1540,1
1253.5945,104.8141,1211.9652,0.0000,4.5400,4.1530,1
1258.5873,105.1621,1216.9458,0.0000,4.5270,4.1520,1
1263.5834,105.5281,1221.9285,0.0000,4.5150,4.1500,1
1268.5839,105.9179,1226.9138,0.0000,4.5020,4.1490,1
1273.5888,106.3367,1231.9011,0.0000,4.4900,4.1470,1
1278.5966,106.7899,1236.8884,0.0000,4.4770,4.1460,1
1283.6058,107.2827,1241.8733,0.0000,4.4640,4.1450,1
1288.6152,107.8204,1246.8537,0.0000,4.5180,4.1520,1
1293.6235,108.4084,1251.8274,0.0000,4.6410,4.1680,1
1298.6298,109.0520,1256.7921,0.0000,4.6920,4.1690,1
1303.6331,109.7563,1261.7457,0.0000,4.6520,4.1490,1
1308.6330,110.5267,1266.6858,0.0000,4.6110,4.1300,1
1313.6289,111.3685,1271.6103,0.0000,4.5710,4.1110,1
1318.6208,112.2870,1276.5170,0.0000,4.5300,4.0910,1
1323.6087,113.2875,1281.4035,0.0000,4.4890,4.0720,1
1328.5931,114.3752,1286.2678,0.0000,4.4460,4.1310,1
1333.5747,115.5554,1291.1076,0.0000,4.4020,4.2000,1
1338.5546,116.8335,1295.9206,0.0000,4.3580,4.2690,1
1343.5340,118.2148,1300.7047,0.0000,4.4000,4.2810,1
1348.5149,119.7044,1305.4575,0.0000,4.4760,4.2710,1
1353.4993,121.3077,1310.1770,0.0000,4.5530,4.2610,1
1358.4898,123.0299,1314.8609,0.0000,4.6290,4.2500,1
1363.4881,124.8686,1319.5088,0.0000,4.6440,4.2450,1
1368.4943,126.8109,1324.1228,0.0000,4.6010,4.2430,1
1373.5071,128.8430,1328.7053,0.0000,4.5580,4.2420,1
1378.5247,130.9512,1333.2586,0.0000,4.5150,4.2400,1
1383.5446,133.1217,1337.7849,0.0000,4.4710,4.2380,1
1388.5635,135.3408,1342.2866,0.0000,4.4280,4.2370,1
1393.5781,137.5947,1346.7660,0.0000,4.4650,4.2450,1
1398.5843,139.8698,1351.2255,0.0000,4.5050,4.2540,1
1403.5782,142.1522,1355.6673,0.0000,4.5450,4.2630,1
1408.5581,144.4406,1360.0902,0.0000,4.5840,4.2720,1
1413.5283,146.7641,1364.4838,0.0000,4.6240,4.2810,1
1418.4952,149.1565,1368.8367,0.0000,4.6680,4.2610,1
1423.4670,151.6516,1373.1371,0.0000,4.7130,4.2280,1
1428.4529,154.2792,1377.3744,0.0000,4.7580,4.1950,1
1433.4541,157.0382,1381.5457,0.0000,4.8030,4.1630,1
1438.4659,159.9115,1385.6521,0.0000,4.8480,4.1300,1
1443.4825,162.8821,1389.6945,0.0000,4.8100,4.1930,1
1448.4969,165.9329,1393.6741,0.0000,4.7000,4.3360,1
1453.5051,169.0532,1397.5915,0.0000,4.5910,4.4800,1
1458.5079,172.2404,1401.4476,0.0000,4.4820,4.6240,1
1463.5062,175.4929,1405.2429,0.0000,4.4720,4.6250,1
1468.5011,178.8091,1408.9781,0.0000,4.5100,4.5590,1
1473.4933,182.1872,1412.6538,0.0000,4.5470,4.4930,1
1478.4836,185.6255,1416.2706,0.0000,4.5850,4.4270,1
1483.4728,189.1225,1419.8292,0.0000,4.6010,4.3870,1
1488.4615,192.6763,1423.3302,0.0000,4.6150,4.3510,1
1493.4501,196.2853,1426.7742,0.0000,4.6280,4.3140,1
1498.4391,199.9478,1430.1619,0.0000,4.6400,4.2840,1
1503.4290,203.6622,1433.4939,0.0000,4.6440,4.3060,1
1508.4200,207.4266,1436.7709,0.0000,4.6480,4.3280,1
1513.4123,211.2396,1439.9934,0.0000,4.6520,4.3510,1
1518.4061,215.0993,1443.1621,0.0000,4.6530,4.3510,1
1523.4015,219.0041,1446.2776,0.0000,4.6500,4.3310,1
1528.3985,222.9523,1449.3406,0.0000,4.6480,4.3110,1
1533.3971,226.9422,1452.3517,0.0000,4.6450,4.2910,1
1538.3972,230.9722,1455.3116,0.0000,4.5730,4.3050,1
1543.3986,235.0406,1458.2205,0.0000,4.4040,4.3660,1
1548.4009,239.1469,1461.0773,0.0000,4.2350,4.4270,1
1553.4036,243.2905,1463.8805,0.0000,4.0660,4.4880,1
1558.4064,247.4709,1466.6285,0.0000,4.1860,4.4130,1
1563.4089,251.6877,1469.3199,0.0000,4.4210,4.2830,1
1568.4108,255.9404,1471.9531,0.0000,4.6570,4.1540,1
1573.4118,260.2284,1474.5265,0.0000,4.8370,4.0570,1
1578.4116,264.5514,1477.0386,0.0000,4.7180,4.1340,1
1583.4103,268.9088,1479.4878,0.0000,4.5990,4.2110,1
1588.4074,273.3002,1481.8728,0.0000,4.4790,4.2890,1
1593.4031,277.7250,1484.1918,0.0000,4.3600,4.3660,1
1598.3973,282.1829,1486.4433,0.0000,4.2600,4.4260,1
1603.3900,286.6732,1488.6259,0.0000,4.3480,4.3170,1
1608.3812,291.1955,1490.7380,0.0000,4.4360,4.2080,1
1613.3712,295.7494,1492.7781,0.0000,4.5240,4.0990,1
1618.3600,300.3344,1494.7446,0.0000,4.6120,3.9900,1
1623.3481,304.9499,1496.6359,0.0000,4.7000,3.8810,1
1628.3355,309.5955,1498.4506,0.0000,4.7880,3.7710,1
1633.3229,314.2704,1500.1881,0.0000,4.7930,3.7640,1
1638.3112,318.9727,1501.8528,0.0000,4.7010,3.8740,1
1643.3011,323.7000,1503.4502,0.0000,4.6100,3.9840,1
1648.2931,328.4500,1504.9859,0.0000,4.5190,4.0950,1
1653.2876,333.2202,1506.4657,0.0000,4.4270,4.2050,1
1658.2846,338.0084,1507.8951,0.0000,4.3410,4.3080,1
1663.2839,342.8121,1509.2798,0.0000,4.3260,4.3130,1
1668.2853,347.6291,1510.6253,0.0000,4.3120,4.3180,1
