s_arc,x,y,z,width_left,width_right,sector
1658.7740,636.2408,-543.3539,0.0000,4.5220,4.4400,1
1663.7708,637.8507,-548.0843,0.0000,4.5360,4.4590,1
1668.7681,639.4476,-552.8195,0.0000,4.5500,4.4780,1
1673.7657,641.0374,-557.5575,0.0000,4.5640,4.4970,1
1678.7634,642.6216,-562.2975,0.0000,4.5780,4.5160,1
1683.7613,644.2009,-567.0393,0.0000,4.5920,4.5350,1
1688.7593,645.7760,-571.7826,0.0000,4.6050,4.5540,1
1693.7575,647.3475,-576.5274,0.0000,4.6190,4.5730,1
1698.7558,648.9160,-581.2732,0.0000,4.6330,4.5920,1
1703.7543,650.4822,-586.0199,0.0000,4.6470,4.6110,1
1708.7528,652.0467,-590.7673,0.0000,4.6610,4.6300,1
1713.7513,653.6100,-595.5151,0.0000,4.6750,4.6490,1
1718.7500,655.1730,-600.2631,0.0000,4.6890,4.6680,1
1723.7486,656.7361,-605.0111,0.0000,4.7030,4.6870,1
1728.7473,658.2998,-609.7589,0.0000,4.7160,4.7060,1
1733.7460,659.8642,-614.5065,0.0000,4.7300,4.7250,1
1738.7447,661.4293,-619.2539,0.0000,4.7390,4.7370,1
1743.7435,662.9949,-624.0011,0.0000,4.7420,4.7400,1
1748.7422,664.5612,-628.7481,0.0000,4.7450,4.7430,1
1753.7410,666.1280,-633.4950,0.0000,4.7480,4.7460,1
1758.7398,667.6954,-638.2417,0.0000,4.7510,4.7500,1
1763.7386,669.2632,-642.9882,0.0000,4.7540,4.7530,1
1768.7374,670.8316,-647.7346,0.0000,4.7570,4.7560,1
1773.7362,672.4004,-652.4809,0.0000,4.7600,4.7590,1
1778.7350,673.9697,-657.2270,0.0000,4.7630,4.7620,1
1783.7338,675.5394,-661.9730,0.0000,4.7660,4.7650,1
1788.7327,677.1095,-666.7188,0.0000,4.7690,4.7680,1
1793.7315,678.6800,-671.4646,0.0000,4.7720,4.7710,1
1798.7304,680.2508,-676.2102,0.0000,4.7750,4.7740,1
1803.7292,681.8219,-680.9557,0.0000,4.7780,4.7770,1
1808.7281,683.3934,-685.7012,0.0000,4.7810,4.7800,1
1813.7270,684.9651,-690.4465,0.0000,4.7840,4.7840,1
1818.7258,686.5371,-695.1918,0.0000,4.7870,4.7870,1
1823.7247,688.1092,-699.9370,0.0000,4.7900,4.7900,1
1828.7235,689.6816,-704.6821,0.0000,4.7930,4.7930,1
1833.7224,691.2542,-709.4272,0.0000,4.7960,4.7960,1
1838.7213,692.8269,-714.1722,0.0000,4.7990,4.7990,1
1843.7201,694.3998,-718.9172,0.0000,4.8020,4.8020,1
1848.7190,695.9727,-723.6621,0.0000,4.8050,4.8050,1
1853.7178,697.5457,-728.4070,0.0000,4.8080,4.8080,1
1858.7167,699.1188,-733.1519,0.0000,4.8110,4.8110,1
1863.7155,700.6919,-737.8967,0.0000,4.8140,4.8150,1
1868.7144,702.2651,-742.6416,0.0000,4.8170,4.8180,1
1873.7132,703.8382,-747.3864,0.0000,4.8200,4.8210,1
1878.7120,705.4112,-752.1313,0.0000,4.8230,4.8240,1
1883.7108,706.9842,-756.8761,0.0000,4.8260,4.8270,1
1888.7096,708.5572,-761.6210,0.0000,4.8290,4.8300,1
1893.7083,710.1300,-766.3659,0.0000,4.8320,4.8330,1
1898.7071,711.7026,-771.1108,0.0000,4.8350,4.8360,1
1903.7058,713.2751,-775.8558,0.0000,4.8380,4.8390,1
1908.7046,714.8474,-780.6008,0.0000,4.8410,4.8420,1
1913.7033,716.4195,-785.3459,0.0000,4.8440,4.8460,1
1918.7020,717.9914,-790.0910,0.0000,4.8470,4.8490,1
1923.7007,719.5630,-794.8362,0.0000,4.8500,4.8520,1
1928.6993,721.1343,-799.5814,0.0000,4.8530,4.8550,1
1933.6980,722.7053,-804.3268,0.0000,4.8560,4.8580,1
1938.6966,724.2760,-809.0722,0.0000,4.8590,4.8610,1
1943.6952,725.8463,-813.8177,0.0000,4.8620,4.8640,1
1948.6937,727.4163,-818.5634,0.0000,4.8650,4.8670,1
1953.6923,728.9859,-823.3091,0.0000,4.8680,4.8700,1
1958.6908,730.5552,-828.0549,0.0000,4.8710,4.8730,1
1963.6893,732.1241,-832.8008,0.0000,4.8740,4.8760,1
1968.6878,733.6927,-837.5467,0.0000,4.8770,4.8800,1
1973.6863,735.2610,-842.2928,0.0000,4.8800,4.8830,1
1978.6847,736.8290,-847.0390,0.0000,4.8830,4.8860,1
1983.6832,738.3968,-851.7852,0.0000,4.8860,4.8890,1
